source_folder,file,target_collection,target_slug,status
batch-2026-07-20,5-ala-fluorescence-guided-brain-tumour-surgery-faq-section.json,guides,5-ala-fluorescence-guided-brain-tumour-surgery,DONE - verified live now
batch-2026-07-20,awake-craniotomy-brain-tumour-surgery-faq-section.json,guides,awake-craniotomy-brain-tumour-surgery,DONE - verified live now
batch-2026-07-20,brain-tumour-treatment-cost-china-india-usa-faq-section.json,guides,brain-tumour-treatment-cost-china-india-usa,DONE - verified live now
batch-2026-07-20,idh-mutation-brain-tumour-prognosis-faq-section.json,guides,idh-mutation-brain-tumour-prognosis,DONE - verified live now
batch-2026-07-20,intraoperative-mri-brain-tumour-surgery-faq-section.json,guides,intraoperative-mri-brain-tumour-surgery,DONE - verified live now
batch-2026-07-20,oligodendroglioma-1p19q-co-deletion-treatment-faq-section.json,guides,oligodendroglioma-1p19q-co-deletion-treatment,DONE - verified live now
batch-2026-07-20,onc201-h3k27m-diffuse-midline-glioma-faq-section.json,guides,onc201-h3k27m-diffuse-midline-glioma,DONE - verified live now
batch-2026-07-20,tumour-treating-fields-ttfields-optune-faq-section.json,guides,tumour-treating-fields-ttfields-optune,DONE - verified live now
batch-2026-07-20,breast-reconstruction-after-mastectomy-faq-section.json,insights,breast-reconstruction-after-mastectomy,DONE - verified live now
batch-2026-07-20,cdk46-inhibitors-palbociclib-ribociclib-abemaciclib-faq-section.json,insights,cdk46-inhibitors-palbociclib-ribociclib-abemaciclib,DONE - verified live now
batch-2026-07-20,genomic-profiling-ngs-cancer-patient-guide-faq-section.json,insights,genomic-profiling-ngs-cancer-patient-guide,DONE - verified live now
batch-2026-07-20,d2-gastrectomy-vs-d1-gastric-cancer-faq-section.json,insights,d2-gastrectomy-vs-d1-gastric-cancer,DONE - verified live now
batch-2026-07-20,integrative-oncology-combining-cancer-treatment-supportive-care-faq-section.json,guides,integrative-oncology-combining-cancer-treatment-supportive-care,DONE - verified live now
batch-2026-07-20,cancer-survivorship-late-effects-faq-section.json,insights,cancer-survivorship-late-effects,DONE - verified live now
batch-2026-07-20,lu-177-psma-theranostics-prrt-in-india-faq-section.json,guides,lu-177-psma-theranostics-prrt-in-india,DONE - verified live now
batch-2026-07-20,actinium-225-therapy-faq-section.json,treatments,actinium-225-therapy,DONE - verified live now (redo after lost agent)
batch-2026-07-20,lu-177-psma-prostate-cancer-faq-section.json,treatments,lu-177-psma-prostate-cancer,DONE - verified live now (redo after lost agent)
batch-2026-07-20,car-t-for-multiple-myeloma-in-china-faq-section.json,insights,car-t-for-multiple-myeloma-in-china,DONE - verified live now (redo after lost agent)
batch-2026-07-20,brain-tumour-treatment-advanced-options-faq-section.json,guides,brain-tumour-treatment-advanced-options,DONE - verified live now (redo after lost agent)
batch-2026-07-20,brain-tumour-second-opinion-faq-section.json,guides,brain-tumour-second-opinion,DONE - verified live now (redo after lost agent)
batch-2026-07-20,brain-tumour-treatment-in-china-faq-section.json,guides,brain-tumour-treatment-in-china,DONE - verified live now (redo after lost agent)
batch-2026-07-20,proton-therapy-for-brain-tumors-faq-section.json,insights,proton-therapy-for-brain-tumors,DONE - verified live now (redo after lost agent)
batch-2026-07-20,cancer-diagnosis-and-staging-faq-section.json,guides,cancer-diagnosis-and-staging,DONE - verified live now (redo after lost agent)
batch-2026-07-20,how-to-get-your-medical-records-for-an-international-second-opinion-faq-section.json,guides,how-to-get-your-medical-records-for-an-international-second-opinion,DONE - verified live now (redo after lost agent)
batch-2026-07-20,trastuzumab-deruxtecan-for-gastric-cancer-faq-section.json,insights,trastuzumab-deruxtecan-for-gastric-cancer,DONE - verified live now (redo after lost agent)
batch-2026-07-20,gene-therapy-for-inherited-blood-disorders-faq-section.json,guides,gene-therapy-for-inherited-blood-disorders,DONE - verified live now (redo after lost agent)
batch-2026-07-20,liver-resection-for-colorectal-metastases-faq-section.json,insights,liver-resection-for-colorectal-metastases,DONE - verified live now (redo after lost agent)
batch-2026-07-20,safety-profile-for-oncolytic-viruses-faq-section.json,insights,safety-profile-for-oncolytic-viruses,DONE - verified live now
batch-2026-07-20,lutetium-therapy-faq-section.json,treatments,lutetium-therapy,DONE - verified live now
batch-2026-07-20,oesophagectomy-for-oesophageal-cancer-faq-section.json,insights,oesophagectomy-for-oesophageal-cancer,DONE - verified live now
batch-2026-07-20,total-mesorectal-excision-faq-section.json,insights,total-mesorectal-excision,DONE - verified live now
batch-2026-07-20,acute-lymphoblastic-leukemia-treatment-in-china-patient-guide-faq-section.json,guides,acute-lymphoblastic-leukemia-treatment-in-china-patient-guide,DONE - verified live now
batch-2026-07-20,advanced-cancer-treatment-eligibility-faq-section.json,guides,advanced-cancer-treatment-eligibility,DONE - verified live now (page had empty sections, grounded via hero/SEO/CTA fields)
batch-2026-07-20,advanced-cancer-treatment-options-in-china-patient-guide-faq-section.json,guides,advanced-cancer-treatment-options-in-china-patient-guide,DONE - verified live now
batch-2026-07-20,allogeneic-stem-cell-transplant-in-china-faq-section.json,guides,allogeneic-stem-cell-transplant-in-china,DONE - verified live now
batch-2026-07-20,best-cancer-hospitals-in-india-faq-section.json,guides,best-cancer-hospitals-in-india,DONE - verified live now
batch-2026-07-20,best-oncologists-in-india-faq-section.json,guides,best-oncologists-in-india,DONE - verified live now
batch-2026-07-20,bi-specific-antibodies-for-solid-tumours-in-china-faq-section.json,guides,bi-specific-antibodies-for-solid-tumours-in-china,DONE - verified live now
batch-2026-07-20,bone-and-soft-tissue-sarcoma-treatment-in-india-faq-section.json,guides,bone-and-soft-tissue-sarcoma-treatment-in-india,DONE - verified live now
batch-2026-07-20,bone-marrow-transplant-in-india-faq-section.json,guides,bone-marrow-transplant-in-india,DONE - verified live now
batch-2026-07-20,bone-marrow-transplant-india-vs-china-faq-section.json,guides,bone-marrow-transplant-india-vs-china,DONE - verified live now
batch-2026-07-20,brain-and-spinal-tumour-treatment-in-india-faq-section.json,guides,brain-and-spinal-tumour-treatment-in-india,DONE - verified live now
batch-2026-07-20,breast-cancer-treatment-in-india-faq-section.json,guides,breast-cancer-treatment-in-india,DONE - verified live now
batch-2026-07-20,cancer-second-opinion-apollo-hospitals-faq-section.json,guides,cancer-second-opinion-apollo-hospitals,DONE - verified live now
batch-2026-07-20,cancer-second-opinion-china-faq-section.json,guides,cancer-second-opinion-china,DONE - verified live now
batch-2026-07-20,cancer-second-opinion-costs-comparison-faq-section.json,guides,cancer-second-opinion-costs-comparison,DONE - verified live now
batch-2026-07-20,cancer-second-opinion-md-anderson-faq-section.json,guides,cancer-second-opinion-md-anderson,DONE - verified live now
