collection,slug,title,faq_done,role,pillar_association
insights,tace-rfa-combination,TACE + RFA Combination for Intermediate HCC: The Chinese Standard Explained,No,,
insights,tace-rfa-mwa-combination-hcc,TACE + RFA and TACE + MWA for HCC 3–7 cm: The Combined Ablation Strategy,No,,
insights,tace-survival-data,TACE Survival Data: Evidence from Pivotal Clinical Trials in HCC,No,,
insights,tamoxifen-side-effects,"Tamoxifen: Side Effects, CYP2D6 Drug Interactions, and What to Monitor",No,,
insights,tare-complications,Complications of TARE: Radiation-Induced Liver Disease and Management,No,,
insights,tare-cost-comparison,TARE Cost Comparison: China vs India vs Western Countries,No,,
insights,tare-for-cholangiocarcinoma,TARE for Cholangiocarcinoma and Neuroendocrine Tumour Liver Metastases,No,,
insights,tare-for-colorectal-liver-metastases,TARE for Colorectal Liver Metastases: The SIRFLOX and FOXFIRE Trials,No,,
insights,tare-for-hepatocellular-carcinoma,"TARE for Hepatocellular Carcinoma: Indications, Evidence, and Patient Selection",No,,
insights,tare-in-china,TARE in China: Zhongshan Hospital and EHBH — Y-90 Centres for International Patients,No,,
insights,tare-in-india,"TARE in India: Centres, Y-90 Access, and Costs for International Patients",No,,
insights,tare-pre-treatment-workup,The TARE Pre-Treatment Workup: Mapping Angiogram and MAA Scan Explained,No,,
insights,tare-response-assessment,"Response Assessment After TARE: mRECIST, LI-RADS TR, and Volumetric Analysis",No,,
insights,tare-treatment-patient-experience,What to Expect on TARE Treatment Day: A Patient's Hour-by-Hour Guide,No,,
insights,tare-vs-tace-comparison,TARE vs TACE: Which Liver-Directed Therapy Is Right for You?,No,,
insights,targeted-therapy-for-gastric-cancer,Targeted Therapy for Gastric Cancer: A Complete Guide,No,,
insights,temozolomide-chemotherapy-for-glioblastoma,Temozolomide (TMZ) Chemotherapy for Glioblastoma,No,,
insights,therasphere-vs-sir-spheres,TheraSphere vs SIR-Spheres: Which Y-90 Platform Is Used for Your Case?,No,,
insights,thermotolerance-hyperthermia,Thermotolerance: Why Hyperthermia Sessions Must Be Spaced 72 Hours Apart,No,,
insights,til-therapy-for-cervical-cancer,TIL Therapy for Cervical Cancer: Understanding a Treatment Showing Real Promise,Yes,,
insights,til-therapy-for-lung-cancer,TIL Therapy for Lung Cancer: What You Need to Know Before Making Any Decision,Yes,,
insights,til-vs-car-t-therapy,TIL Therapy vs CAR-T Therapy — Which Approach Is Right for Your Cancer?,Yes,,
insights,transcranial-mrgfus-brain-tumours-neurological,"Transcranial MRgFUS: Brain Tumours, Essential Tremor, and Neurological Applications",No,,
insights,travel-visa-support-cancer-treatment-china,Travel and Visa Support for Cancer Treatment in China: A Complete Patient Guide,No,,
insights,tsh-suppression-thyroid-cancer-levothyroxine,TSH Suppression in Thyroid Cancer: Why Levothyroxine Is Taken and What Levels Are Targeted,No,,
insights,tumor-vaccines-cellular-therapy-brain-cancer,Tumour Vaccines and Cellular Therapy for Brain Cancer: Current Evidence and Access,No,,
insights,visa-travel-guide-cancer-treatment-china,Visa and Travel Guide for Cancer Treatment in China,No,,
insights,visible-ice-ball-cryoablation-margin-control,The Visible Ice Ball: Cryoablation's Most Important Clinical Advantage,No,,
insights,what-is-cik-therapy,What Is CIK Therapy? A Complete Patient Introduction,No,,
insights,what-is-cryoablation,What Is Cryoablation? A Complete Patient Introduction to Freeze Ablation,No,,
insights,what-is-hifu,What Is HIFU? Non-Invasive Focused Ultrasound Explained,No,,
insights,what-is-hormone-therapy-cancer,What Is Hormone Therapy for Cancer and How Does It Work?,No,,
insights,what-is-hyperthermia-therapy,What Is Hyperthermia Therapy and How Does It Help Cancer Treatment?,No,,
insights,what-is-microwave-ablation-patient-guide,What Is Microwave Ablation? A Patient Introduction,No,,
insights,what-is-nexcar19,What Is NexCAR19 and Why Is It the World's Most Affordable CAR-T?,No,,
insights,what-is-peritoneal-carcinomatosis,What Is Peritoneal Carcinomatosis? A Patient Introduction,No,,
insights,what-is-photodynamic-therapy,What Is Photodynamic Therapy and How Does It Work?,No,,
insights,what-is-radiofrequency-ablation,What Is Radiofrequency Ablation (RFA) and How Does It Destroy Tumours?,No,,
insights,what-is-stereotactic-radiosurgery-srs,What Is SRS and How Is It Different from Regular Radiation?,No,,
insights,what-is-tace,What Is TACE? A Patient Introduction to Liver Cancer Embolisation,No,,
insights,what-is-tare,What Is TARE/SIRT/Y-90? A Complete Patient Introduction to Radioembolization,No,,
insights,what-is-the-whipple-procedure,"What Is the Whipple Procedure, and What Is Recovery Like?",No,,
insights,what-is-til-therapy,What Is TIL Therapy? A Plain-Language Guide for Patients and Families,Yes,,
insights,whole-body-hyperthermia,Whole-Body Hyperthermia: How It Works and Who Benefits,No,,
insights,why-india-is-the-best-car-t-destination,Why India Is the Best CAR-T Destination for South Asian and East African Patients,No,,
insights,y90-dosimetry,Y-90 Dosimetry: How Radiation Dose Is Calculated for TARE,No,,
insights,y90-physics,"Y-90 Physics: Beta Radiation, Half-Life, and Microsphere Safety Explained",No,,
insights,zolbetuximab-for-cldn18-2-gastric-cancer,Zolbetuximab for CLDN18.2-Positive Gastric Cancer: The New First-Line Standard,No,,
treatments,3d-crt,3D-CRT: Three-Dimensional Conformal Radiation Therapy — Patient Guide,No,,
treatments,3d-crt-three-dimensional-conformal-radiation-therapy,3D-CRT: Three-Dimensional Conformal Radiation Therapy — Patient Guide,No,,
treatments,adjuvant-chemotherapy,Adjuvant Chemotherapy: A Complete Patient Guide,Yes,,
treatments,alk-targeted-therapy,ALK Targeted Therapy: A Complete Patient and Caregiver Guide,Yes,,
treatments,boron-neutron-capture-therapy,BNCT,Yes,,
treatments,brachytherapy,Brachytherapy: Internal Radiation Therapy — Complete Patient Guide,No,,
treatments,brachytherapy-internal-radiation-therapy,Brachytherapy: Internal Radiation Therapy — Complete Patient Guide,No,,
treatments,braf-targeted-therapy,BRAF Targeted Therapy: A Precision Medicine Approach to Cancer Care,Yes,,
treatments,cancer-surgery,Cancer Surgery,Yes,PILLAR PAGE,Cancer Surgery
treatments,car-t-cell-therapy,CAR-T Cell Therapy,Yes,PILLAR PAGE,CAR-T Cell Therapy
treatments,car-t-cell-therapy-for-autoimmune-diseases,CAR-T Cell Therapy for Autoimmune Disorders,Yes,,
treatments,car-t-cell-therapy-for-gastric-cancer,CAR T-Cell Therapy for Gastric Cancer: Satri-Cel & CLDN18.2 Guide | CancerFax,No,,
treatments,car-t-cell-therapy-for-liver-cancer,CAR-T Cell Therapy for Liver Cancer,Yes,,
treatments,car-t-cell-therapy-in-china,CAR T-Cell Therapy in China,Yes,,
treatments,car-t-cell-therapy-in-india,CAR T-Cell Therapy in India,Yes,,
treatments,cdk4-6-inhibitors,CDK4/6 Inhibitors: A Targeted Approach to Hormone Receptor-Positive Breast Cancer Treatment,Yes,,
treatments,chemotherapy,"Chemotherapy for Cancer: A Complete Guide to Treatment, Options, and Modern Advances",Yes,,
treatments,cryoablation,Cryoablation,Yes,PILLAR PAGE,Cryoablation
treatments,ctla-4-inhibitors,"CTLA-4 Inhibitors: Ipilimumab, Tremelimumab, and the Next Generation of Checkpoint Immunotherapy",No,,
treatments,cyberknife,"CyberKnife Radiosurgery: Robotic SBRT for Brain, Spine, and Body Tumours",No,,
treatments,cytokine-therapy,"Cytokine Therapy for Cancer: Interleukin-2, Interferon, and Engineered Cytokines",No,,
treatments,cytoreductive-surgery-hipec,Cytoreductive Surgery & HIPEC: A Complete Patient Guide to CRS and Hyperthermic Intraperitoneal Chemotherapy,No,,
treatments,dendritic-cell-therapy,"Dendritic Cell Therapy: Dendritic Cell Vaccines, Neoantigen Vaccines, and Personalized Cancer Immunotherapy",No,,
treatments,egfr-targeted-therapy,EGFR Targeted Therapy: A Complete Guide for Patients and Families,Yes,,
treatments,electron-beam-radiation-therapy,Electron Beam Radiation Therapy: Guide for Cancer Patients,No,,
treatments,electron-beam-therapy,Electron Beam Radiation Therapy: Guide for Cancer Patients,No,,
treatments,external-beam-radiation-therapy,External Beam Radiation Therapy (EBRT): Complete Patient Guide,No,,
treatments,external-beam-radiation-therapy-ebrt,External Beam Radiation Therapy (EBRT): Complete Patient Guide,No,,
treatments,gamma-knife,Gamma Knife Radiosurgery: Brain and Skull Base Tumour Treatment Guide,No,,
treatments,gamma-knife-radiosurgery,Gamma Knife Radiosurgery: Brain and Skull Base Tumour Treatment Guide,No,,
treatments,her2-targeted-therapy,HER2 Targeted Therapy for Cancer: A Complete Patient Guide,Yes,,
treatments,hifu,HIFU,Yes,,
treatments,hipec,HIPEC,Yes,PILLAR PAGE,HIPEC
treatments,hormone-therapy,Hormone Therapy,Yes,PILLAR PAGE,Hormone Therapy
treatments,hyperthermia-therapy,Hyperthermia Therapy for Cancer,Yes,,
treatments,igrt,Image-Guided Radiation Therapy (IGRT): Precision Radiotherapy Guide,No,,
treatments,image-guided-radiation-therapy-igrt,Image-Guided Radiation Therapy (IGRT): Precision Radiotherapy Guide,No,,
treatments,immune-checkpoint-inhibitors,Immune Checkpoint Inhibitors: Helping the Immune System Recognize and Fight Cancer,Yes,,
treatments,imrt,IMRT: Intensity-Modulated Radiation Therapy — Complete Patient Guide,No,,
treatments,imrt-intensity-modulated-radiation-therapy,IMRT: Intensity-Modulated Radiation Therapy — Complete Patient Guide,No,,
treatments,intraoperative-radiation-therapy-iort,Intraoperative Radiation Therapy (IORT): Radiation During Surgery,No,,
treatments,intrathecal-chemotherapy,Intrathecal Chemotherapy: A Patient and Caregiver Guide to CNS-Directed Chemotherapy,Yes,,
treatments,iodine-131-therapy,Iodine-131 Therapy: Radioactive Iodine Treatment for Thyroid Cancer and Thyroid Disorders,No,,
treatments,iort,Intraoperative Radiation Therapy (IORT): Radiation During Surgery,No,,
treatments,kras-targeted-therapy,KRAS Targeted Therapy: A Precision Treatment Guide for KRAS-Mutated Cancers,Yes,,
treatments,laparoscopic-cancer-surgery,Laparoscopic Cancer Surgery: Minimally Invasive and Robotic-Assisted Cancer Surgery in China and India,No,,
treatments,mctl-therapy,MCTL Therapy,Yes,,
treatments,microwave-ablation,Microwave Ablation (MWA),Yes,PILLAR PAGE,Microwave Ablation (MWA)
treatments,mr-linac,MR-LINAC: MRI-Guided Radiation Therapy for Cancer — Complete Patient Guide,Yes,,
treatments,mr-linac-mri-guided-radiation-therapy,MR-LINAC: MRI-Guided Radiation Therapy for Cancer — Complete Patient Guide,Yes,,
treatments,mr-linac-mri-guided-radiation-therapy-cancer,MR-LINAC: MRI-Guided Radiation Therapy for Cancer — Complete Patient Guide,Yes,,
treatments,mrgfus-parkinsons-focused-ultrasound,MRgFUS for Parkinson's Disease: Magnetic Resonance-Guided Focused Ultrasound,No,,
treatments,neoadjuvant-chemotherapy,Neoadjuvant Chemotherapy: Treatment Given Before Surgery,Yes,,
treatments,neoantigen-vaccine,NeoAntigen Vaccine for Cancer: The Complete Patient Guide,No,,
treatments,ntrk-inhibitors,NTRK Inhibitors: Precision Treatment for TRK Fusion-Positive Cancers,Yes,,
treatments,parp-inhibitors,PARP Inhibitors in Cancer Treatment: A Complete Guide for Patients and Families,Yes,,
treatments,pd-1-inhibitors,PD-1 Inhibitors: Complete Patient Guide,No,,
treatments,pd-l1-inhibitors,PD-L1 Inhibitors: Complete Patient Guide,No,,
treatments,pd1-inhibitors,PD-1 Inhibitors: Cancer Immunotherapy That Helps the Immune System Recognize and Attack Cancer,No,,
treatments,pdl1-inhibitors,"PD-L1 Inhibitors: How PD-L1 Blockade Works, Who It Helps, and Where to Access It",No,,
treatments,pet-ct-guided-treatment,PET-CT Guided Treatment in Cancer Care,No,,
treatments,photodynamic-therapy,Photodynamic Therapy (PDT),Yes,PILLAR PAGE,Photodynamic Therapy (PDT)
treatments,pipac,PIPAC: Pressurized Intraperitoneal Aerosol Chemotherapy for Peritoneal Metastases,No,,
treatments,pipac-pressurised-intraperitoneal-aerosol-chemotherapy,PIPAC: Complete Patient Guide,No,,
treatments,prrt,PRRT: Peptide Receptor Radionuclide Therapy for Neuroendocrine Tumors,No,,
treatments,radiofrequency-ablation,Radiofrequency Ablation (RFA),Yes,PILLAR PAGE,Radiofrequency Ablation (RFA)
treatments,radioligand-therapy,Radioligand Therapy: Targeted Radionuclide Treatment for Cancer,No,,
treatments,reconstructive-surgery-after-cancer-treatment,"Reconstructive Surgery After Cancer Treatment: Restoring Form, Function, and Confidence",Yes,,
treatments,reconstructive-surgery-cancer,Reconstructive Surgery After Cancer Treatment: Complete Patient Guide,Yes,,
treatments,robotic-cancer-surgery,"Robotic Cancer Surgery: Technology, Evidence, and Global Access",No,,
treatments,stereotactic-radiosurgery,SRS & SBRT,Yes,,
treatments,tace,TACE,Yes,,
treatments,tare,TARE / Y-90 Radioembolization,Yes,,
treatments,tcr-t-cell-therapy,TCR T-Cell Therapy: A Precision Immunotherapy for Cancer,Yes,,
treatments,theranostics,Theranostics: Personalized Cancer Diagnosis and Treatment in One Targeted Approach,No,,
treatments,tomotherapy,Tomotherapy: Helical IMRT for Complex Cancer Targets,No,,
treatments,tomotherapy-helical-radiation-therapy,Tomotherapy: Helical IMRT for Complex Cancer Targets,No,,
treatments,total-body-irradiation,Total Body Irradiation (TBI): Transplant Conditioning Radiation Guide,No,,
treatments,total-body-irradiation-tbi-transplant,Total Body Irradiation (TBI): Transplant Conditioning Radiation Guide,No,,
treatments,tumor-treating-fields-therapy,Tumor Treating Fields (TTFields) Therapy,No,,
treatments,vegf-inhibitors,"VEGF Inhibitors in Cancer Treatment: Uses, Types, Benefits and Side Effects",Yes,,
treatments,vmat,VMAT: Volumetric Modulated Arc Therapy — Patient Guide,No,,
treatments,vmat-volumetric-modulated-arc-therapy,VMAT: Volumetric Modulated Arc Therapy — Patient Guide,No,,
